id,No,No2,登録番号,社名,代表者名1,本店支店,住所,URL,免許証番号,法人個人の別,免許の有効期間,最初の免許年月日,称号・名称,代表者名2,電話番号,加入している協会,資本金,業種1,業種2,業種3,業種4,事務所名称,事務所の区分,設置年月日,所在地,TEL
150051,103,鹿児島県,(12)第001614号,宝山開発,神田　通博,本店,鹿児島県鹿屋市串良町細山田４９４５－３８,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001614,鹿児島県知事免許　(12)第001614号,個人,H30年12月15日からR05年12月14日まで,S52年12月14日,宝山開発,神田　通博,0994-62-2054,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,12/15/1977,"〒893-1601
鹿児島県鹿屋市串良町細山田４９４５－３８",0994-62-2054
150052,104,鹿児島県,(12)第001654号,日本住研株式会社,岩切　涼子,本店,鹿児島県鹿児島市武１－５－２８,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001654,鹿児島県知事免許　(12)第001654号,法人,H31年02月15日からR06年02月14日まで,S53年02月14日,日本住研株式会社,岩切　涼子,099-251-0018,（公社）全国宅地建物取引業保証協会,"10,000千円",金融･保険業,不動産管理業,,,本店,主,12/18/1984,"〒890-0045
鹿児島県鹿児島市武１－５－２８",099-251-0018
150053,105,鹿児島県,(12)第001657号,睦和商事,川畑　睦和,本店,鹿児島県鹿児島市真砂本町３－３４,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001657,鹿児島県知事免許　(12)第001657号,個人,H31年02月15日からR06年02月14日まで,S53年02月14日,睦和商事,川畑　睦和,099-253-3730,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,1/1/1987,"〒890-0067
鹿児島県鹿児島市真砂本町３－３４",099-253-3730
150054,106,鹿児島県,(12)第001678号,尚栄宅建,横山　尚生,本店,鹿児島県鹿児島市桜ケ丘３－２７－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001678,鹿児島県知事免許　(12)第001678号,個人,H31年03月01日からR06年02月29日まで,S53年03月01日,尚栄宅建,横山　尚生,090-1087-1819,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,1/20/2004,"〒891-0175
鹿児島県鹿児島市桜ケ丘３－２７－１",090-1087-1819
150055,107,鹿児島県,(12)第001684号,川﨑産業株式会社,川﨑　弘一,本店,鹿児島県いちき串木野市桜町１１５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001684,鹿児島県知事免許　(12)第001684号,法人,H31年03月15日からR06年03月14日まで,S53年03月14日,川﨑産業株式会社,川﨑　弘一,0996-32-2726,（公社）不動産保証協会,"36,000千円",建設業,不動産賃貸業,,,本店,主,3/15/1978,"〒896-0016
鹿児島県いちき串木野市桜町１１５",0996-32-2726
150056,108,鹿児島県,(12)第001688号,山下不動産,山下　盛行,本店,鹿児島県枕崎市桜木町４７１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001688,鹿児島県知事免許　(12)第001688号,個人,H31年03月15日からR06年03月14日まで,S53年03月14日,山下不動産,山下　盛行,0993-72-7701,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,3/15/1978,"〒898-0035
鹿児島県枕崎市平田町２１７",0993-72-7701
150057,109,鹿児島県,(12)第001692号,浜地所,濱元　公夫,本店,鹿児島県鹿屋市古前城町２－２６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001692,鹿児島県知事免許　(12)第001692号,個人,H31年03月15日からR06年03月14日まで,S53年03月14日,浜地所,濱元　公夫,0994-43-3292,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,8/9/1988,"〒893-0001
鹿児島県鹿屋市古前城町２－２６",0994-43-3292
150058,110,鹿児島県,(12)第001695号,有限会社宮原商事,宮原　強志,本店,鹿児島県姶良市西宮島町２２－２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001695,鹿児島県知事免許　(12)第001695号,法人,H31年03月15日からR06年03月14日まで,S53年03月14日,有限会社宮原商事,宮原　強志,0995-65-2390,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,本店,主,3/15/1978,"〒899-5433
鹿児島県姶良市西宮島町２２－２",0995-65-2390
150059,111,鹿児島県,(12)第001711号,このみや不動産,石室屋　正,本店,鹿児島県鹿児島市千日町１２－１８,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001711,鹿児島県知事免許　(11)第001711号,個人,H28年04月15日からR03年04月14日まで,S53年04月14日,このみや不動産,石室屋　正,099-222-5863,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,,,,本店,主,4/15/1978,"〒892-0843
鹿児島県鹿児島市千日町１２－１８",099-222-5863
150060,112,鹿児島県,(12)第001723号,笹商事,上笹貫　佐枝,本店,鹿児島県鹿児島市東谷山１－７３―１３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001723,鹿児島県知事免許　(11)第001723号,個人,H28年05月01日からR03年04月30日まで,S53年04月30日,笹商事,上笹貫　佐枝,099-268-0188,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,不動産管理業,,,本店,主,3/7/1979,"〒891-0113
鹿児島県鹿児島市東谷山１－７３―１３",099-268-0188
150061,113,鹿児島県,(12)第001756号,冨山不動産,冨山　才千郎,本店,鹿児島県鹿児島市小野３－１３８２－３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001756,鹿児島県知事免許　(11)第001756号,個人,H28年07月01日からR03年06月30日まで,S53年06月30日,冨山不動産,冨山　才千郎,099-229-7722,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,2/25/1983,"〒890-0021
鹿児島県鹿児島市小野３－１３８２－３",099-229-7722
150062,114,鹿児島県,(12)第001786号,八光商事有限会社,八木　浩三,本店,鹿児島県鹿児島市上竜尾町３３－８,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001786,鹿児島県知事免許　(11)第001786号,法人,H28年08月15日からR03年08月14日まで,S53年08月14日,八光商事有限会社,八木　浩三,099-331-8542,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産賃貸業,,,本店,主,9/22/1979,"〒892-0851
鹿児島県鹿児島市上竜尾町３３－８",099-331-8542
150063,115,鹿児島県,(12)第001795号,南日社,山元　由美子,本店,鹿児島県鹿児島市高麗町３９－４,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001795,鹿児島県知事免許　(11)第001795号,個人,H28年09月01日からR03年08月31日まで,S53年08月31日,南日社,山元　由美子,099-254-3682,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,9/1/1978,"〒890-0051
鹿児島県鹿児島市高麗町３９－４",099-254-3682
150064,116,鹿児島県,(12)第001805号,中山産業株式会社,基太村　憲博,本店,鹿児島県鹿児島市下荒田１－２８―６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001805,鹿児島県知事免許　(11)第001805号,法人,H28年09月15日からR03年09月14日まで,S53年09月14日,中山産業株式会社,基太村　憲博,099-255-1381,（公社）全国宅地建物取引業保証協会,"20,000千円",不動産賃貸業,その他,,,本店,主,10/18/1984,"〒890-0056
鹿児島県鹿児島市下荒田１－２８―６",099-255-1381
150065,117,鹿児島県,(12)第001813号,銀座ハウス,奈良　充謙,本店,鹿児島県鹿児島市大竜町３－６　ＳＴビル１０２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001813,鹿児島県知事免許　(12)第001813号,個人,R03年10月15日からR08年10月14日まで,S53年10月14日,銀座ハウス,奈良　充謙,099-295-4271,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,2/14/1985,"〒892-0805
鹿児島県鹿児島市大竜町３－６　ＳＴビル１０２号",099-295-4271
150066,118,鹿児島県,(12)第001835号,いずみ商事,泉　昌則,本店,鹿児島県鹿児島市谷山中央３－４６４９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001835,鹿児島県知事免許　(11)第001835号,個人,H28年11月15日からR03年11月14日まで,S53年11月14日,いずみ商事,泉　昌則,099-267-5307,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,2/5/1979,"〒891-0141
鹿児島県鹿児島市谷山中央３－４６４９",099-267-5307
150067,119,鹿児島県,(12)第001852号,三洋ハウス株式会社,逆瀬川　勇,本店,鹿児島県鹿児島市南郡元町１４－９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001852,鹿児島県知事免許　(11)第001852号,法人,H28年12月15日からR03年12月14日まで,S53年12月14日,三洋ハウス株式会社,逆瀬川　勇,099-285-1000,（公社）全国宅地建物取引業保証協会,"20,000千円",建設業,不動産賃貸業,その他,,本店,主,3/21/1987,"〒890-0069
鹿児島県鹿児島市南郡元町１４－９",099-285-1000
150068,120,鹿児島県,(12)第001852号,三洋ハウス株式会社,逆瀬川　勇,姶良支店,鹿児島県姶良市西宮島町１２－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001852,鹿児島県知事免許　(11)第001852号,法人,H28年12月15日からR03年12月14日まで,S53年12月14日,三洋ハウス株式会社,逆瀬川　勇,099-285-1000,（公社）全国宅地建物取引業保証協会,"20,000千円",建設業,不動産賃貸業,その他,,本店,主,3/21/1987,"〒890-0069
鹿児島県鹿児島市南郡元町１４－９",099-285-1000
150069,121,鹿児島県,(12)第001863号,有限会社神村不動産,神村　茂廣,本店,鹿児島県鹿児島市下荒田１－９－１６松田ビル１Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001863,鹿児島県知事免許　(11)第001863号,法人,H29年01月15日からR04年01月14日まで,S54年01月14日,有限会社神村不動産,神村　,099-258-3883,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,,,,本店,主,1/16/1979,"〒890-0056
鹿児島県鹿児島市下荒田１－９－１６松田ビル１Ｆ",099-258-3883
150070,122,鹿児島県,(12)第001880号,田畑商事,田畑　犬三,本店,鹿児島県鹿屋市西原４－９－１５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001880,鹿児島県知事免許　(11)第001880号,個人,H29年02月01日からR04年01月31日まで,S54年01月31日,田畑商事,田畑　犬三,0994-43-1674,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,12/25/1990,"〒893-0064
鹿児島県鹿屋市西原４－９－１５",0994-43-1674
150071,123,鹿児島県,(12)第001881号,有限会社東商事,東　孝一,本店,鹿児島県鹿児島市広木２－７－１１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001881,鹿児島県知事免許　(11)第001881号,法人,H29年02月01日からR04年01月31日まで,S54年01月31日,有限会社東商事,東　孝一,099-264-0222,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,2/1/1979,"〒890-0037
鹿児島県鹿児島市広木２－７－１１",099-264-0222
150072,124,鹿児島県,(12)第001883号,有限会社マルゼン商事,堂脇　進也,本店,鹿児島県薩摩川内市大小路町１９―８,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001883,鹿児島県知事免許　(11)第001883号,法人,H29年02月01日からR04年01月31日まで,S54年01月31日,有限会社マルゼン商事,堂脇　進也,0996-22-3521,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,2/1/1979,"〒895-0076
鹿児島県薩摩川内市大小路町１９―８",0996-22-3521
150073,125,鹿児島県,(12)第001917号,有限会社斉藤建設,藤　竜麿,本店,鹿児島県鹿児島市唐湊１－１４－５９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001917,鹿児島県知事免許　(11)第001917号,法人,H29年03月01日からR04年02月28日まで,S54年02月28日,有限会社斉藤建設,藤　竜麿,099-251-5751,（公社）全国宅地建物取引業保証協会,"10,000千円",建設業,,,,本店,主,3/1/1979,"〒890-0081
鹿児島県鹿児島市唐湊１－１４－５９",099-251-5751
150074,126,鹿児島県,(12)第001937号,徳永不動産,德永　久律,本店,鹿児島県曽於市末吉町本町２－１６－７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001937,鹿児島県知事免許　(11)第001937号,個人,H29年03月15日からR04年03月14日まで,S54年03月14日,徳永不動産,德永　久律,0986-76-0289,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,3/15/1979,"〒899-8607
鹿児島県曽於市末吉町本町２－１６－７",0986-76-0289
150075,127,鹿児島県,(12)第001938号,八木不動産取引所,八木　勲,本店,鹿児島県霧島市福山町福山４７７２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001938,鹿児島県知事免許　(11)第001938号,個人,H29年03月15日からR04年03月14日まで,S54年03月14日,八木不動産取引所,八木　勲,0995-56-2149,（公社）全国宅地建物取引業保証協会,0千円,卸売･小売業、飲食店,不動産賃貸業,,,本店,主,3/15/1979,"〒899-4501
鹿児島県霧島市福山町福山４７７２",0995-56-2149
150076,128,鹿児島県,(12)第001956号,永仮建設商事部,永仮　範雄,本店,鹿児島県鹿児島市紫原５－１８－１７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001956,鹿児島県知事免許　(11)第001956号,個人,H29年04月01日からR04年03月31日まで,S54年03月31日,永仮建設商事部,永仮　範雄,099-254-0001,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,4/1/1982,"〒890-0082
鹿児島県鹿児島市紫原５－１８－１７",099-254-0001
150077,129,鹿児島県,(12)第001959号,川路不動産,川路　豊,本店,鹿児島県指宿市池田３１７６－３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001959,鹿児島県知事免許　(11)第001959号,個人,H29年04月01日からR04年03月31日まで,S54年03月31日,川路不動産,川路　豊,0993-26-2077,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,8/1/1991,"〒891-0312
鹿児島県指宿市池田３１７６－３",0993-26-2077
150078,130,鹿児島県,(12)第001973号,有限会社東商,東　博義,本店,鹿児島県霧島市国分中央１－９－３０,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001973,鹿児島県知事免許　(11)第001973号,法人,H29年04月15日からR04年04月14日まで,S54年04月14日,有限会社東商,東　博義,0995-46-0321,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産管理業,,,本店,主,5/1/1984,"〒899-4332
鹿児島県霧島市国分中央１－９－３０",0995-46-0321
150079,131,鹿児島県,(12)第001991号,ヤマサハウス株式会社,森　勇清,本店,鹿児島県鹿児島市錦江町１－４,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001991,鹿児島県知事免許　(11)第001991号,法人,H29年05月01日からR04年04月30日まで,S54年04月30日,ヤマサハウス株式会社,森　勇清,099-295-3911,（公社）全国宅地建物取引業保証協会,"98,000千円",建設業,金融･保険業,,,本店,主,5/15/1986,"〒892-0836
鹿児島県鹿児島市錦江町１－４",099-295-3911
150080,132,鹿児島県,(12)第001991号,ヤマサハウス株式会社,森　勇清,川内支店,鹿児島県薩摩川内市中郷１－３９－１９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46001991,鹿児島県知事免許　(11)第001991号,法人,H29年05月01日からR04年04月30日まで,S54年04月30日,ヤマサハウス株式会社,森　勇清,099-295-3911,（公社）全国宅地建物取引業保証協会,"98,000千円",建設業,金融･保険業,,,本店,主,5/15/1986,"〒892-0836
鹿児島県鹿児島市錦江町１－４",099-295-3911
